,label,label_desc,sentence,keywords
10088,107,news_car,千米高空航拍四通八达海南路网,"车辆各行其道顺畅行驶,田字型,绕城高速路网建设,高空鸟瞰海口东线高速,全省交通一盘棋理念"
10089,107,news_car,伊春翠北湿地，长满靰鞡草和极品兰花，自驾游才能去的美丽地方,"翠北湿地,湿地,翠北,靰鞡草,伊春"
10090,106,news_house,这家互联网广告公司创始人拟1.6亿元出售加州豪宅,"闫方军,豪宅,易传媒,房地产,eBay"
10091,101,news_culture,苏州重要教育资讯晚间一览,"STEAM,张继馨,科创教育实验教材,江苏省美术馆,吴门画派,人间词话"
10094,107,news_car,宾利欧陆GT VS 奔驰AMG S63 Coupe，你更喜欢哪款车？,"Coupe,欧陆,S65,奔驰S63 AMG Coupe,奔驰S级,MANSORY,S63,Panamera,S63 AMG Coupe"
10097,101,news_culture,9岁的孩子能做全榫卯的小板凳,"传承人,传统家具,非物质文化遗产,天津,辛全生"
10098,102,news_entertainment,2018年诺贝尔文学奖取消？难道再想获得诺贝尔文学奖将无望？,"红高粱,文学,性丑闻,诺贝尔奖,诺比尔,诺贝尔文学奖"
10101,102,news_entertainment,奔在深圳，美好生活离我越来越近，你是“深漂”还是“深奔”？,"北京女子图鉴,美好生活,深圳,北京,陈可"
10103,102,news_entertainment,侯耀华为什么可以继承侯耀文的遗产？,"郭德纲,侯耀华,侯耀文,德云社"
10109,106,news_house,新城办：司马社区热烈欢迎省级创森检查团莅临社区指导工作,"创森,通盛世纪城,物业,新城,绿色植物"
10110,106,news_house,三十岁时要有多少存款才正常？,
10111,102,news_entertainment,肖央1米76，张一山1米76，赵文卓1米76，最后一位我们以为他1米76,
10114,104,news_finance,西红柿生产中如何抓住商机一季变两季？,
10115,107,news_car,意大利公司推出马鞍形座椅，我们离站立式飞行还有多远？,"马鞍式,Skyrider2.0,Aviointeriors,座椅,Skyrider"
10117,102,news_entertainment,通天教主作为封神榜的制定者之一，为何要阻止封神？,
10118,106,news_house,在日本年薪40-50万（人民币）是什么概念？,"平均总现金收入,折合人民币,总现金收入,日本,万日元"
10120,104,news_finance,我省超6成险企使用车险新费率,"车险,整体优惠,保险,商业车险"
10122,104,news_finance,广西钦州坭兴陶亮相深圳文博会,"推介会,钦州市,窑变千彩,文博会,陶瓷,广西钦州"
10123,104,news_finance,加盟连锁公司的创业店，标准店，旗舰店都是什么意思？,"同萌会馆,DIY,动漫周边,加盟店,旗舰店"
10124,104,news_finance,四部委铁拳整治民间借贷乱局,"民间借贷,中国银行,非法拘禁,银行业金融机构,发放贷款"
10126,103,news_sports,生猛！猛龙悍将居然被詹姆斯推着走了近5米,"猛龙队,詹姆斯,西亚卡姆,克利夫兰骑士队,多伦多猛龙队"
10128,107,news_car,交警提醒：这些情况就是你有驾照也不能随便开车！,"驾驶证,驾驶人,准驾车型,无证驾驶,级驾照"
10132,104,news_finance,5年前花4万买比特币 如今能成中国首富,"中国首富,比特币"
10133,101,news_culture,马克思12岁时，一天小学都没上，律师父亲直接送他去读初中,"马克思,卡尔·马克思,哲学,犹太教,犹太人"
10134,106,news_house,你对郑州尬舞团被取缔了怎么看？,
10135,103,news_sports,爱尔兰让人念念不忘的不只是威士忌，还有他,"伊利诺斯州,爱尔兰,美国大学,NCAA,芝加哥"
10136,103,news_sports,央视高规格对中国女排 不仅放在CCTV5频道 赛前1小时就开始直播了,"CCTV5,中国女排,多米尼加,央视,WCBA"
10137,107,news_car,朋友关系再铁，也不能触犯这9条潜规则！,朋友面前
10140,104,news_finance,5月9日小葱晚报｜嘉楠耘智计划在香港进行IPO，微信首款区块链小程序因违规暂停服务,"Telstra,比特币,数字货币,BTC,虚拟货币,ETH,区块链"
10142,104,news_finance,市线｜ST吉恩退市“造镍”：两大机构股东抛减持计划,"吉恩,全基金,股票上市规则,上海证券交易所,ST吉恩,股票"
10143,101,news_culture,上联：仙山升明月，下联怎么对？,
10144,104,news_finance,有没有哪些小众但质量很好的的品牌？,
10145,107,news_car,车市怪现象：明明是合资车却说是国产，明明是国产车却说是合资！,"BX7,合资车,宝沃,五菱汽车,福田汽车,RAV4,丰田RAV4,哈弗H9,宝骏,BX5,启辰,广汽本田,观致汽车,CR-V,普拉多,宝沃BX7"
10146,101,news_culture,四季诗一首两句“春日大地百花香，夏到荷花满池塘。”如何对下两句？,
10147,103,news_sports,权敬源：金英权是高中时的榜样，谁踢得好要问球迷,"后防线,界外球,金英权,主教练,申台龙"
10150,104,news_finance,超导企业将亮相自主品牌盛会 行业发展前景佳,"自主品牌,上海,医疗器械,高温超导,中国品牌"
10154,102,news_entertainment,手榴弹还可以这样扔，川军分队干掉一个小鬼子联队指挥部,"手榴弹,川军,小鬼子,联队,指挥部"
10155,104,news_finance,唯一印在外国钞票上的中国人，以一己之力拯救一个国家,"葡萄牙,葡萄牙人,纸币,殖民地,朱梅麟"
10159,101,news_culture,"千古绝对！上联：“郭德纲过得刚好”, 下联太经典了","唐伯虎,郭德纲,赵本山,纪晓岚,历史文化"
10160,101,news_culture,这里是古丝绸之路的海上起点，在国外名气甚至超过国内,"惠安县,犹太教,黄守恭,永春县,清源山"
10161,107,news_car,对于网约车安全问题，我们应该怎样看待？,
10163,101,news_culture,上联：天高任鸟飞，下联如何对？,
10164,103,news_sports,在富力客场对阵北京国安的赛前新闻发布会中，唐淼说：“球队两连胜，状态不错，比赛肯定很艰难，我们要团结一致打好比赛。” ​​​,"唐淼,新闻发布会,富力,客场,北京国安"
10165,104,news_finance,大额资金放在支付宝的余额宝安全吗？,"钱放在余额宝,坤鹏论,货币基金,活期存款,银行"
10168,102,news_entertainment,C位蔡徐坤人生第一部男主剧我才不会被女孩子欺负呢，真的智障！,"豆子,舞狮社,叶麟同学,儿童剧,小霸王"
10169,104,news_finance,天猫老司机出组合拳玩转型，创新“质”胜成跨境黑马掘金海外,"跨境电商,Mark Ryden,时效性,速卖通平台,杨万里"
10170,101,news_culture,上联：醉吟古今月，下联怎么对？,
10175,102,news_entertainment,她是最美“黄蓉”，留下三个字自杀，多年后他回忆说：我从未负你,"汤镇业,射雕英雄传,邹世龙,欧阳震华,翁美玲,为情所困"
10176,104,news_finance,苹果摆脱对iPhone的依赖？苹果利用这些新科技将颠覆末来,"Apple Watch,CNBC,苹果,iCloud,Apple Music,iPhone"
10177,102,news_entertainment,我曾经身处茫茫人海，却宁愿孑然一身 直至遇见你！,"直至遇见你,孑然一身,身处茫茫人海,我的人生,茫茫人海"
10179,101,news_culture,上联：公公公园谈公事，有哪些合适的下联？,
10180,102,news_entertainment,本季最值得追的日剧，但不下饭,"医疗剧,二宫和也,外科医生,佐伯教授,实习医生,流星之绊"
10181,106,news_house,定了！南京河西楼盘学区划分出炉，一波楼盘成南外学区房！,"出生证,二手房,产权证,南外,河西"
10183,103,news_sports,如果选出lpl史上最强五个位置，谁会入选？,"IPL5,Meiko,SKT,Clearlove,季中赛"
10184,106,news_house,社区有权要求小区业主向物业公司缴纳物业管理费吗？,
10185,104,news_finance,我为什么不建议你买2、30万的日本房子,"房产税,固定资产税,地方税法,维修基金,回报率,公寓楼,日本"
10186,103,news_sports,火箭和勇士还有哪些伤病隐患？对比赛走势有什么影响？,
10187,107,news_car,曾经一年死亡2万人，德国高速不限速背后隐藏什么秘密？,"传送带,高速公路,粗糙度,德国高速公路,马来西亚"
10188,102,news_entertainment,张钧甯法学硕士转行演员 毕业论文十万字谈演艺圈,"张钧甯,法律界,慕尼黑,演艺圈,张志铭"
10190,103,news_sports,肉型坦克十八般武艺 火箭版“追梦格林”已上线,"巴莫特,圣保罗,卡佩拉,塔克,火箭"
10191,103,news_sports,陪跑累了吗？XX8新配色即将登场！,"热火队,奥布莱恩杯,雷阿伦,Air Jordan,ZOOM"
10193,104,news_finance,人身险出炉52条负面清单 这些“不合规”产品要远离,"负面清单,保监会,生存金快速返还,长险短做,通知"
10194,103,news_sports,广州恒大与天津权健的亚冠第一回合，张琳芃身穿张文钊的球衣上场，当时是什么情况？,
10195,101,news_culture,这里就是人类最早滑雪的起源地阿勒泰,"滑雪板,布拉克,阿勒泰市,岩画,阿勒泰"
10196,102,news_entertainment,周星驰果然有才，导演让他随意发挥，却没想到这段成为了经典！,"周星驰,段子界,电影"
10198,104,news_finance,大事！曲阜市六大行业协会全部成立，工业经济新旧动能转换提速,"机械制造,行业委员会,新型建材,生物医药,曲阜市"
10199,107,news_car,自媒体公司公然吃着“人血馒头”，蹭空姐遇害案热度引众怒！封号,"血馒头,滴滴,人脸识别,蹭热度,顺风车"
10206,103,news_sports,第三天，相信的力量,"史蒂夫纳什,商鞅,贝尔曼,欧亨利,最后一片叶子,徙木立信"
10207,102,news_entertainment,为何农民工每天日夜加班却没有网红在家里直播几天的收入高？,
10208,107,news_car,不小心撞死碰瓷者，车主到底该不该赔钱？法律这样解释,"机动车一方,赔偿责任,行车记录仪,机动车驾驶人,机动车"
10209,106,news_house,荆门长龙中央公园建小学是真的吗？,"荆门,中央公园,长龙,楼盘"
10211,104,news_finance,省基金协会“理性投资，从我做起”大型公益徒步宣传活动在哈举行,"哈尔滨市,投资者,基金业,理性投资,私募基金"
10212,101,news_culture,上联：生是真豪杰，怎样对下联？,
10215,101,news_culture,国际陨石博览在咱吉林市开幕 为期约一个月，免费参观！,"陨石,吉林市博物馆,吉林市"
10218,101,news_culture,苏东坡那些不为人知的10首绝世好诗，知道5首就很厉害了,"水调歌头,淡妆浓抹,听颖师弹琴,宋神宗,庐山,蝶恋花"
10219,102,news_entertainment,阿哲语音直播！自己没有错，等官方给个说法，忠告粉丝稳步前行！,"阿哲,泼脏水,哲家军,IR,直播间"
10220,103,news_sports,辽篮名宿六年三换东家，昔日蒋兴权钦点接班人还能立足CBA吗？,"崔万军,CBA,蒋兴权,张庆鹏,广州"
10221,102,news_entertainment,搞笑GIF：精致的男孩的日常生活,"小灵通,足智多谋"
10223,104,news_finance,美国为何如此高度关注“中国制造2025”？德国给出了答案,"中国制造2025,工业4.0,人工智能,德国,机器人"
10224,103,news_sports,中甲最新积分榜：卓尔力克永昌重登榜首，绿城大胜黄海进前三,"迪涅,浙江绿城,拉斐尔,武汉卓尔,崔仁"
10225,103,news_sports,五官漂亮但身形很胖是种什么体验？,
10227,107,news_car,国产最贵的汽车是哪几款？,"阿尔特,L5,卡尔曼,红旗,V12,V10,红旗L5,兰博基尼,国产车,F-450"
10228,101,news_culture,上联：晚看明月天上挂，如何对下联？,
10229,102,news_entertainment,胡杏儿瑜伽运动照片，网友：身材好气色好都不是轻轻松松来的！,"胡杏儿,轻轻松松,瑜伽,气色,胡杏儿瑜伽运动照片"
10231,101,news_culture,这个政府每年60万扶持的3A级村办博物馆，展出竟然都是奇葩假文物,"文物,神农氏,镇馆之宝,双耳瓶,马伯庸"
10236,103,news_sports,5.12英雄联盟MSI，RNG再输FW，BP、MLXG哪个才是输的最大原因？,
10242,104,news_finance,北林园林学院与7家云南花企就教学实习与就业实践基地签约,"昆明,花卉,园林学院,云南,阳宗海"
10243,104,news_finance,马云豪言：2018最赚钱的2大行业，将会让一大批人暴富,
10244,107,news_car,河南哪些地市的车可以上新能源车牌？,"新能源,财政补贴,新能源汽车,汽车号牌,邓州市"
10246,102,news_entertainment,高鼻梁、低鼻梁有什么区别？,"高鼻梁,鼻梁"
10249,107,news_car,半年用两次“借呗”、“白条”，就不能贷款买房买车？,"银行拒之门外,买车,一不小心"
10252,100,news_story,开心一刻：确实挺丑的，不知道是人丑还是发型丑,"发型师,女神,发型"
10254,107,news_car,看完日本的长途卧铺客车，再看看中国的长途卧铺客车，差距蛮大,"卧铺客车,卧铺,日本,WiFi,长途卧铺大巴"
10256,102,news_entertainment,恐怖如斯！《斗破苍穹》动漫第一季口碑崩塌！究竟差在哪里？,"看动漫,择天记,斗破苍穹,制作方"
10259,102,news_entertainment,《仙剑奇侠传》李逍遥爱的到底是灵儿还是月如？,"赤鬼王,灵儿,李逍遥,赵灵儿,林月如"
10260,101,news_culture,如果你是爱花人！建议在院子种这8款花，花开满园，飘香十里,"爱花人,菊花会,十样锦,木槿花,月月红"
10262,107,news_car,新车别再装导航仪了！新一代“全景器”横空出世，真是大饱眼福,"AUX,暴风级,收纳袋,烟灰缸,车载"
10263,100,news_story,小姑子怀孕住在我们家里，还对我指桑骂槐，我直接回家不管他,"离家出走,孕妇,小姑子"
10264,103,news_sports,假如2018年总决赛骑士输给勇士，杜兰特会超过詹姆斯成为NBA现役第一人吗？,
10265,104,news_finance,MT4和MT5有什么区别？你知道吗？,"MT4,MT5,MQL5,交易者,交易平台"
10269,101,news_culture,「原创」在路上（14）,"东边日出西边雨,柳宗元,酬柳柳州家鸡之赠,酬曹侍御过象县见寄,临江仙感陈晓旭剃度出家,陈寅恪,钱钟书,红楼梦,左传·隐公十一年,元和脚,归田录"
10272,103,news_sports,爆炸新闻，德媒《德国天空》：莱万和皇马谈判破裂,"皇马,天空体育,莱万多夫斯基,皇家马德里,德国"
10274,104,news_finance,有沒有哪种树开花和结果都是向上开的？,
10275,104,news_finance,小米S2自主芯片开启独角兽战国时代，两大细分领域有望二度爆发！,"西昌卫星发射中心,星星科技,通信卫星,MSCI,GQY视讯,上证50,风华高科,小米,五穷六绝,台积电"
10276,103,news_sports,上联:百年恩爱双心结，求下联？,
10277,104,news_finance,支持美国“退群” 沙特将携手“小伙伴”稳油市,"欧佩克,产油国,伊朗,沙特阿拉伯,阿拉伯联合酋长国"
10278,107,news_car,上市之前自称能够吊打哈弗，现如今一路降价到14万！,"SUV,汽车行业,CS95"
